"sub","distBtwShapes","trial_number","cuedAR","uncuedAR","responseAR","rt","global_org","cued_ellipse","e1_motion_dir","e2_motion_dir","round_number","coherence","cued_motion_dir","sameDirection1S0D","responseError","sameCatS1D0","identicalShapesI1D0","uncuedCatM1F0C1T"
472595,498,119,0.27799043,-0.0463323,-0.09266412,4924,0,1,270,270,0,0.6,270,1,-0.37065455,0,0,-1
472595,498,0,0.37065407,-0.09266412,-0.13899593,1773,0,2,270,90,1,0.6,90,0,-0.50965,0,0,-1
472595,498,1,0.27799043,-0.23165957,0.32432225,4119,0,2,0,0,1,0.6,0,1,0.04633182,0,0,-1
472595,498,2,-0.00000048,-0.27799139,-0.18532775,3028,1,2,0,180,1,0.8,180,0,-0.18532727,0,0,-1
472595,498,3,-0.27799139,0.04633134,0.23165861,2623,1,2,180,0,1,0.6,0,0,0.50965,0,0,1
472595,498,4,-0.0463323,0.23165861,0.09266316,3396,1,2,0,180,1,0.8,180,0,0.13899546,0,0,1
472595,498,5,0.4633177,-0.32432321,0.37065407,4815,0,1,0,0,1,0.6,0,1,-0.09266363,0,0,-1
472595,498,6,-0.09266412,0.18532679,-0.27799139,2807,1,1,0,0,1,0.8,0,1,-0.18532727,0,0,1
472595,498,7,-0.13899593,-0.41698684,-0.37065503,3928,0,2,0,0,1,0.8,0,1,-0.2316591,1,0,-1
472595,498,8,0.23165861,0.04633134,-0.18532775,4422,0,2,0,180,1,0.8,180,0,-0.41698636,1,0,1
472595,498,9,-0.46331866,0.09266316,-0.0463323,4175,0,2,270,270,1,0.6,270,1,0.41698636,0,0,1
472595,498,10,-0.18532775,-0.13899593,-0.00000048,3066,1,1,270,90,1,0.8,270,0,0.18532727,1,0,-1
472595,498,11,0.4633177,-0.18532775,0.37065407,2460,1,1,270,90,1,0.6,270,0,-0.09266363,0,0,-1
472595,498,12,-0.41698684,-0.37065503,-0.23165957,8281,1,2,180,180,1,0.6,180,1,0.18532727,1,0,-1
472595,498,13,0.37065407,-0.32432321,-0.32432321,5219,1,1,180,0,1,0.6,180,0,-0.69497728,0,0,-1
472595,498,14,-0.09266412,-0.0463323,-0.41698684,3768,1,2,90,270,1,0.6,270,0,-0.32432272,1,0,-1
472595,498,15,-0.18532775,-0.32432321,0.4633177,6906,1,2,90,270,1,0.8,270,0,0.64864545,1,0,-1
472595,498,16,0.4633177,-0.00000048,0.23165861,5651,1,1,180,180,1,0.6,180,1,-0.23165909,0,0,0
472595,498,17,0.27799043,-0.18532775,0.37065407,6189,1,1,270,90,1,0.8,270,0,0.09266364,0,0,-1
472595,498,18,-0.00000048,0.37065407,-0.0463323,4073,0,1,0,180,1,0.8,0,0,-0.04633182,0,0,1
472595,498,19,-0.27799139,0.37065407,-0.27799139,3997,0,1,90,270,1,0.8,90,0,0,0,0,1
472595,498,20,0.13899498,0.09266316,0.37065407,3809,0,1,90,90,1,0.8,90,1,0.23165909,1,0,1
472595,498,21,-0.41698684,-0.00000048,-0.41698684,5271,1,1,270,90,1,0.8,270,0,0,0,0,0
472595,498,22,-0.00000048,0.37065407,-0.23165957,1959,0,1,180,0,1,0.8,180,0,-0.23165909,0,0,1
472595,498,23,0.13899498,-0.41698684,0.18532679,4100,1,1,0,0,1,0.6,0,1,0.04633181,0,0,-1
472595,498,24,0.18532679,0.41698588,0.4633177,3384,0,1,270,90,1,0.8,270,0,0.27799091,1,0,1
472595,498,25,0.27799043,-0.13899593,-0.00000048,2453,1,2,90,270,1,0.6,270,0,-0.27799091,0,0,-1
472595,498,26,0.41698588,0.32432225,-0.23165957,3691,1,2,90,270,1,0.6,270,0,-0.64864545,1,0,1
472595,498,27,-0.23165957,-0.32432321,-0.41698684,3155,0,1,180,0,1,0.8,180,0,-0.18532727,1,0,-1
472595,498,28,-0.46331866,0.13899498,0.23165861,4910,0,1,270,90,1,0.8,270,0,0.69497727,0,0,1
472595,498,29,-0.00000048,0.09266316,0.27799043,4161,0,1,270,270,1,0.6,270,1,0.27799091,0,0,1
472595,498,30,0.23165861,0.04633134,0.04633134,5502,0,1,90,90,1,0.8,90,1,-0.18532727,1,0,1
472595,498,31,0.41698588,0.27799043,-0.27799139,8939,1,1,90,270,1,0.6,90,0,-0.69497727,1,0,1
472595,498,32,-0.18532775,0.41698588,-0.27799139,20474,0,1,0,180,1,0.6,0,0,-0.09266364,0,0,1
472595,498,33,0.04633134,-0.18532775,-0.27799139,19355,0,1,270,270,1,0.8,270,1,-0.32432273,0,0,-1
472595,498,34,-0.46331866,-0.23165957,0.18532679,2556,1,2,270,90,1,0.8,90,0,0.64864545,1,0,-1
472595,498,35,0.18532679,-0.27799139,-0.32432321,7810,1,2,90,90,1,0.8,90,1,-0.50965,0,0,-1
472595,498,36,-0.23165957,-0.13899593,-0.18532775,28158,0,2,0,0,1,0.6,0,1,0.04633182,1,0,-1
472595,498,37,0.23165861,-0.23165957,0.32432225,8280,1,2,90,90,1,0.8,90,1,0.09266364,0,0,-1
472595,498,38,0.32432225,-0.0463323,-0.13899593,2398,0,1,0,180,1,0.8,0,0,-0.46331818,0,0,-1
472595,498,39,0.41698588,0.4633177,0.27799043,4903,0,2,180,180,1,0.8,180,1,-0.13899545,1,0,1
472595,498,40,-0.23165957,-0.09266412,0.27799043,4417,1,2,180,180,1,0.8,180,1,0.50965,1,0,-1
472595,498,41,-0.32432321,-0.0463323,-0.23165957,2085,0,1,90,270,1,0.6,90,0,0.09266364,1,0,-1
472595,498,42,-0.0463323,-0.46331866,-0.0463323,4243,1,2,0,0,1,0.6,0,1,0,1,0,-1
472595,498,43,-0.37065503,-0.27799139,0.13899498,2376,0,1,270,90,1,0.8,270,0,0.50965001,1,0,-1
472595,498,44,-0.32432321,-0.46331866,0.32432225,4001,1,2,270,270,1,0.8,270,1,0.64864546,1,0,-1
472595,498,45,-0.13899593,0.04633134,-0.13899593,3162,0,2,180,180,1,0.6,180,1,0,0,0,1
472595,498,46,0.37065407,-0.27799139,-0.41698684,3573,0,1,90,90,1,0.6,90,1,-0.78764091,0,0,-1
472595,498,47,0.27799043,0.37065407,-0.37065503,3522,0,1,90,270,1,0.6,90,0,-0.64864546,1,0,1
472595,498,48,-0.27799139,0.09266316,-0.09266412,5943,0,1,90,90,1,0.8,90,1,0.18532727,0,0,1
472595,498,49,-0.23165957,0.09266316,-0.18532775,12287,0,2,0,0,1,0.8,0,1,0.04633182,0,0,1
472595,498,50,0.18532679,-0.32432321,0.09266316,2969,0,2,270,270,1,0.8,270,1,-0.09266363,0,0,-1
472595,498,51,-0.32432321,0.32432225,0.13899498,2890,1,1,0,0,1,0.6,0,1,0.46331819,0,0,1
472595,498,52,-0.27799139,-0.23165957,-0.00000048,4330,1,1,90,90,1,0.6,90,1,0.27799091,1,0,-1
472595,498,53,0.18532679,0.09266316,-0.00000048,5471,1,1,90,270,1,0.6,90,0,-0.18532727,1,0,1
472595,498,54,-0.09266412,0.04633134,-0.23165957,1862,0,1,180,180,1,0.6,180,1,-0.13899545,0,0,1
472595,498,55,0.27799043,0.4633177,0.41698588,3684,1,2,90,270,1,0.6,270,0,0.13899545,1,0,1
472595,498,56,0.18532679,0.23165861,0.4633177,4610,1,2,270,90,1,0.6,90,0,0.27799091,1,0,1
472595,498,57,-0.37065503,-0.41698684,-0.37065503,3170,0,2,0,0,1,0.6,0,1,0,1,0,-1
472595,498,58,0.09266316,0.41698588,-0.32432321,2223,0,1,180,180,1,0.8,180,1,-0.41698637,1,0,1
472595,498,59,0.13899498,0.13899498,0.18532679,3774,0,2,270,90,1,0.6,90,0,0.04633181,1,1,1
472595,498,60,0.09266316,-0.09266412,-0.18532775,2918,0,1,180,180,1,0.8,180,1,-0.27799091,0,0,-1
472595,498,61,-0.18532775,0.32432225,0.09266316,4348,1,2,0,0,1,0.6,0,1,0.27799091,0,0,1
472595,498,62,-0.37065503,-0.0463323,-0.37065503,3651,1,2,180,0,1,0.6,0,0,0,1,0,-1
472595,498,63,-0.41698684,-0.23165957,-0.18532775,3510,0,1,90,270,1,0.8,90,0,0.23165909,1,0,-1
472595,498,64,0.23165861,0.41698588,0.23165861,5648,1,2,180,0,1,0.6,0,0,0,1,0,1
472595,498,65,-0.37065503,-0.0463323,-0.18532775,6867,0,1,0,0,1,0.8,0,1,0.18532728,1,0,-1
472595,498,66,0.23165861,0.32432225,-0.18532775,3052,1,2,90,90,1,0.6,90,1,-0.41698636,1,0,1
472595,498,67,0.37065407,-0.27799139,-0.00000048,2166,0,1,90,90,1,0.6,90,1,-0.37065455,0,0,-1
472595,498,68,0.04633134,-0.41698684,-0.00000048,4177,0,1,180,0,1,0.8,180,0,-0.04633182,0,0,-1
472595,498,69,-0.00000048,0.13899498,-0.46331866,19251,1,1,270,270,1,0.6,270,1,-0.46331818,0,0,1
472595,498,70,0.32432225,0.41698588,-0.00000048,12651,1,2,270,270,1,0.6,270,1,-0.32432273,1,0,1
472595,498,71,0.32432225,-0.0463323,-0.18532775,7870,0,2,270,270,1,0.8,270,1,-0.50965,0,0,-1
472595,498,72,-0.18532775,-0.23165957,0.23165861,3599,0,1,180,0,1,0.6,180,0,0.41698636,1,0,-1
472595,498,73,-0.27799139,0.4633177,-0.46331866,2377,1,1,90,270,1,0.8,90,0,-0.18532727,0,0,1
472595,498,74,0.27799043,0.13899498,0.09266316,2784,1,1,90,270,1,0.6,90,0,-0.18532727,1,0,1
472595,498,75,0.4633177,-0.13899593,-0.37065503,8074,0,2,180,0,1,0.8,0,0,-0.83397273,0,0,-1
472595,498,76,0.23165861,0.32432225,0.18532679,3904,0,1,270,270,1,0.8,270,1,-0.04633182,1,0,1
472595,498,77,0.04633134,0.41698588,-0.27799139,4018,1,2,270,90,1,0.6,90,0,-0.32432273,1,0,1
472595,498,78,-0.0463323,-0.27799139,-0.0463323,2722,1,1,180,180,1,0.8,180,1,0,1,0,-1
472595,498,79,0.18532679,0.09266316,-0.09266412,2238,1,1,90,270,1,0.6,90,0,-0.27799091,1,0,1
472595,498,80,0.32432225,-0.09266412,-0.27799139,5219,0,1,270,270,1,0.8,270,1,-0.60231364,0,0,-1
472595,498,81,-0.37065503,0.27799043,-0.00000048,2215,1,2,180,0,1,0.6,0,0,0.37065455,0,0,1
472595,498,82,0.4633177,-0.18532775,0.32432225,2985,1,2,90,90,1,0.8,90,1,-0.13899545,0,0,-1
472595,498,83,-0.46331866,0.32432225,-0.41698684,2987,1,1,270,90,1,0.6,270,0,0.04633182,0,0,1
472595,498,84,0.23165861,0.27799043,0.27799043,4737,1,2,0,180,1,0.6,180,0,0.04633182,1,0,1
472595,498,85,0.41698588,0.32432225,0.18532679,2603,1,2,180,0,1,0.6,0,0,-0.23165909,1,0,1
472595,498,86,0.4633177,0.37065407,0.13899498,2620,0,2,90,90,1,0.8,90,1,-0.32432272,1,0,1
472595,498,87,0.09266316,-0.41698684,0.18532679,28644,1,1,270,90,1,0.6,270,0,0.09266363,0,0,-1
472595,498,88,-0.23165957,-0.0463323,-0.46331866,1801,1,1,90,90,1,0.6,90,1,-0.23165909,1,0,-1
472595,498,89,0.18532679,0.13899498,-0.09266412,3019,1,2,180,180,1,0.8,180,1,-0.27799091,1,0,1
472595,498,90,-0.32432321,-0.13899593,-0.23165957,4210,1,2,270,270,1,0.8,270,1,0.09266364,1,0,-1
472595,498,91,-0.37065503,-0.32432321,-0.46331866,2710,1,2,0,0,1,0.6,0,1,-0.09266363,1,0,-1
472595,498,92,0.13899498,0.4633177,-0.18532775,1807,0,2,270,270,1,0.6,270,1,-0.32432273,1,0,1
472595,498,93,-0.37065503,0.23165861,-0.27799139,29497,0,2,0,180,1,0.8,180,0,0.09266364,0,0,1
472595,498,94,0.37065407,-0.13899593,-0.09266412,60118,1,1,0,0,1,0.8,0,1,-0.46331819,0,0,-1
472595,498,95,-0.13899593,-0.41698684,-0.13899593,2716,1,1,180,0,1,0.6,180,0,0,1,0,-1
472595,498,96,-0.00000048,0.41698588,-0.27799139,4363,0,2,0,180,1,0.8,180,0,-0.27799091,0,0,1
472595,498,97,-0.46331866,-0.27799139,-0.41698684,3202,1,1,270,270,1,0.6,270,1,0.04633182,1,0,-1
472595,498,98,0.18532679,-0.46331866,-0.32432321,10837,1,1,90,90,1,0.8,90,1,-0.50965,0,0,-1
472595,498,99,0.4633177,0.13899498,0.18532679,4751,1,2,270,270,1,0.8,270,1,-0.27799091,1,0,1
472595,498,100,-0.00000048,0.4633177,-0.00000048,13069,0,1,0,180,1,0.8,0,0,0,0,0,1
472595,498,101,-0.23165957,-0.13899593,-0.0463323,9964,1,1,270,90,1,0.6,270,0,0.18532727,1,0,-1
472595,498,102,-0.09266412,0.41698588,-0.18532775,2107,0,2,0,180,1,0.8,180,0,-0.09266363,0,0,1
472595,498,103,0.13899498,-0.18532775,0.23165861,3065,1,2,90,270,1,0.8,270,0,0.09266363,0,0,-1
472595,498,104,-0.41698684,-0.0463323,0.18532679,4946,1,2,180,180,1,0.8,180,1,0.60231363,1,0,-1
472595,498,105,0.04633134,-0.37065503,0.27799043,1685,1,2,180,0,1,0.6,0,0,0.23165909,0,0,-1
472595,498,106,0.27799043,-0.37065503,0.18532679,3534,0,2,180,0,1,0.8,0,0,-0.09266364,0,0,-1
472595,498,107,-0.13899593,-0.00000048,0.32432225,20352,0,1,90,90,1,0.8,90,1,0.46331818,0,0,0
472595,498,108,-0.41698684,-0.46331866,0.09266316,4349,0,1,180,180,1,0.6,180,1,0.50965,1,0,-1
472595,498,109,-0.09266412,0.27799043,0.23165861,24571,0,1,180,180,1,0.6,180,1,0.32432273,0,0,1
472595,498,110,0.32432225,0.27799043,0.23165861,19569,1,2,180,0,1,0.8,0,0,-0.09266364,1,0,1
472595,498,111,-0.46331866,-0.37065503,0.13899498,9208,0,2,0,180,1,0.6,180,0,0.60231364,1,0,-1
472595,498,112,-0.13899593,0.09266316,-0.46331866,4439,0,2,0,0,1,0.6,0,1,-0.32432273,0,0,1
472595,498,113,-0.09266412,-0.0463323,-0.0463323,3439,0,2,90,90,1,0.8,90,1,0.04633182,1,0,-1
472595,498,114,-0.37065503,-0.18532775,0.23165861,5736,0,2,180,180,1,0.8,180,1,0.60231364,1,0,-1
472595,498,115,-0.32432321,-0.09266412,0.27799043,4235,0,2,270,270,1,0.8,270,1,0.60231364,1,0,-1
472595,498,116,-0.46331866,-0.09266412,-0.60231412,5369,0,1,180,180,1,0.6,180,1,-0.13899546,1,0,-1
472595,498,117,0.18532679,-0.00000048,-0.13899593,6754,0,1,0,180,1,0.6,0,0,-0.32432272,0,0,0
472595,498,118,0.37065407,0.23165861,-0.32432321,4413,1,2,0,180,1,0.6,180,0,-0.69497728,1,0,1
472595,498,119,0.18532679,0.09266316,0.27799043,2310,0,1,0,180,1,0.8,0,0,0.09266364,1,0,1
472595,498,119,0.18532679,0.09266316,0.27799043,2310,0,1,0,180,1,0.8,0,0,0.09266364,1,0,1
472595,498,0,0.23165861,0.23165861,0.13899498,4885,0,2,270,270,2,0.8,270,1,-0.09266363,1,1,1
472595,498,1,0.09266316,0.18532679,0.13899498,3476,1,2,90,90,2,0.8,90,1,0.04633182,1,0,1
472595,498,2,0.27799043,0.18532679,0.23165861,3062,0,1,270,270,2,0.6,270,1,-0.04633182,1,0,1
472595,498,3,-0.37065503,-0.13899593,-0.32432321,2993,1,1,270,270,2,0.8,270,1,0.04633182,1,0,-1
472595,498,4,0.27799043,-0.27799139,0.27799043,2841,0,2,90,90,2,0.8,90,1,0,0,0,-1
472595,498,5,0.41698588,0.32432225,0.23165861,3932,0,1,270,270,2,0.6,270,1,-0.18532727,1,0,1
472595,498,6,-0.0463323,-0.00000048,0.18532679,3685,0,2,180,180,2,0.6,180,1,0.23165909,0,0,0
472595,498,7,-0.13899593,0.04633134,0.09266316,2957,1,1,270,90,2,0.6,270,0,0.23165909,0,0,1
472595,498,8,-0.32432321,0.04633134,-0.23165957,4401,1,2,270,90,2,0.6,90,0,0.09266364,0,0,1
472595,498,9,0.04633134,-0.41698684,0.23165861,2367,1,1,0,0,2,0.6,0,1,0.18532727,0,0,-1
472595,498,10,-0.09266412,0.32432225,-0.0463323,2882,1,2,0,0,2,0.6,0,1,0.04633182,0,0,1
472595,498,11,-0.41698684,-0.37065503,-0.0463323,6225,0,2,0,0,2,0.6,0,1,0.37065454,1,0,-1
472595,498,12,0.37065407,-0.09266412,0.27799043,3590,0,1,0,0,2,0.8,0,1,-0.09266364,0,0,-1
472595,498,13,0.41698588,-0.37065503,0.32432225,2780,1,1,180,180,2,0.8,180,1,-0.09266363,0,0,-1
472595,498,14,-0.32432321,-0.18532775,-0.23165957,3967,1,2,0,180,2,0.8,180,0,0.09266364,1,0,-1
472595,498,15,-0.18532775,-0.18532775,-0.27799139,2032,0,2,180,0,2,0.8,0,0,-0.09266364,1,1,-1
472595,498,16,-0.46331866,-0.09266412,-0.13899593,2804,0,1,0,180,2,0.6,0,0,0.32432273,1,0,-1
472595,498,17,-0.0463323,-0.18532775,0.18532679,2970,1,1,0,0,2,0.8,0,1,0.23165909,1,0,-1
472595,498,18,-0.00000048,0.37065407,-0.37065503,3855,0,1,180,180,2,0.8,180,1,-0.37065455,0,0,1
472595,498,19,0.13899498,0.41698588,-0.46331866,3346,0,1,270,90,2,0.8,270,0,-0.60231364,1,0,1
472595,498,20,0.37065407,-0.18532775,0.32432225,2882,0,2,90,90,2,0.8,90,1,-0.04633182,0,0,-1
472595,498,21,-0.0463323,-0.23165957,-0.18532775,4049,1,1,270,90,2,0.6,270,0,-0.13899545,1,0,-1
472595,498,22,-0.46331866,-0.46331866,-0.50965048,2336,1,1,90,270,2,0.6,90,0,-0.04633182,1,1,-1
472595,498,23,-0.23165957,0.37065407,-0.37065503,1967,0,1,0,0,2,0.6,0,1,-0.13899546,0,0,1
472595,498,24,0.32432225,-0.37065503,0.37065407,4202,1,2,270,90,2,0.8,90,0,0.04633182,0,0,-1
472595,498,25,-0.00000048,-0.27799139,0.37065407,2069,0,1,180,0,2,0.8,180,0,0.37065455,0,0,-1
472595,498,26,-0.37065503,-0.46331866,-0.37065503,3596,0,2,90,270,2,0.8,270,0,0,1,0,-1
472595,498,27,-0.37065503,-0.27799139,-0.18532775,94672,0,2,0,0,2,0.8,0,1,0.18532728,1,0,-1
472595,498,28,-0.00000048,-0.09266412,-0.09266412,3405,0,2,270,270,2,0.8,270,1,-0.09266364,0,0,-1
472595,498,29,0.37065407,0.41698588,0.37065407,1755,1,1,270,270,2,0.8,270,1,0,1,0,1
472595,498,30,-0.37065503,-0.41698684,-0.50965048,2013,0,1,90,90,2,0.6,90,1,-0.13899545,1,0,-1
472595,498,31,-0.37065503,0.18532679,-0.46331866,3784,0,2,90,90,2,0.8,90,1,-0.09266363,0,0,1
472595,498,32,0.27799043,0.32432225,0.37065407,3948,1,2,0,180,2,0.6,180,0,0.09266364,1,0,1
472595,498,33,-0.0463323,-0.41698684,-0.09266412,2660,0,2,180,180,2,0.8,180,1,-0.04633182,1,0,-1
472595,498,34,-0.0463323,-0.00000048,-0.23165957,3212,1,1,180,0,2,0.6,180,0,-0.18532727,0,0,0
472595,498,35,0.23165861,0.09266316,-0.18532775,2627,0,2,270,270,2,0.6,270,1,-0.41698636,1,0,1
472595,498,36,-0.0463323,-0.23165957,-0.18532775,1604,0,2,0,180,2,0.6,180,0,-0.13899545,1,0,-1
472595,498,37,-0.23165957,0.18532679,-0.23165957,1244,0,1,90,270,2,0.6,90,0,0,0,0,1
472595,498,38,0.23165861,0.09266316,-0.23165957,2235,1,1,0,0,2,0.6,0,1,-0.46331818,1,0,1
472595,498,39,0.4633177,0.4633177,0.37065407,3187,1,2,180,0,2,0.6,0,0,-0.09266363,1,1,1
472595,498,40,-0.32432321,0.37065407,-0.50965048,2675,0,1,270,90,2,0.8,270,0,-0.18532727,0,0,1
472595,498,41,0.04633134,-0.32432321,-0.23165957,2291,1,2,90,90,2,0.8,90,1,-0.27799091,0,0,-1
472595,498,42,-0.46331866,0.23165861,-0.18532775,2175,1,2,90,270,2,0.6,270,0,0.27799091,0,0,1
472595,498,43,0.04633134,0.04633134,-0.23165957,3725,1,2,90,270,2,0.8,270,0,-0.27799091,1,1,1
472595,498,44,-0.41698684,-0.32432321,-0.0463323,2564,1,1,270,90,2,0.6,270,0,0.37065454,1,0,-1
472595,498,45,0.18532679,-0.13899593,-0.18532775,2246,1,2,270,90,2,0.6,90,0,-0.37065454,0,0,-1
472595,498,46,-0.0463323,-0.37065503,-0.13899593,3544,0,1,270,90,2,0.8,270,0,-0.09266363,1,0,-1
472595,498,47,0.32432225,0.09266316,0.32432225,2356,1,2,0,180,2,0.8,180,0,0,1,0,1
472595,498,48,0.18532679,0.27799043,0.41698588,1948,1,1,270,270,2,0.6,270,1,0.23165909,1,0,1
472595,498,49,0.13899498,0.13899498,0.27799043,2604,1,1,180,180,2,0.6,180,1,0.13899545,1,1,1
472595,498,50,-0.13899593,0.27799043,-0.13899593,2808,1,2,90,90,2,0.8,90,1,0,0,0,1
472595,498,51,0.18532679,-0.41698684,0.23165861,2544,1,2,180,180,2,0.6,180,1,0.04633182,0,0,-1
472595,498,52,-0.00000048,-0.37065503,0.37065407,2625,1,1,90,90,2,0.6,90,1,0.37065455,0,0,-1
472595,498,53,-0.32432321,-0.41698684,-0.27799139,3074,1,1,90,270,2,0.6,90,0,0.04633182,1,0,-1
472595,498,54,0.4633177,-0.23165957,0.41698588,4306,1,2,90,270,2,0.8,270,0,-0.04633182,0,0,-1
472595,498,55,-0.18532775,0.13899498,-0.13899593,4163,0,1,0,180,2,0.8,0,0,0.04633182,0,0,1
472595,498,56,0.18532679,0.04633134,-0.13899593,4754,1,1,180,0,2,0.8,180,0,-0.32432272,1,0,1
472595,498,57,0.09266316,0.41698588,-0.09266412,2086,1,2,0,180,2,0.8,180,0,-0.18532728,1,0,1
472595,498,58,0.4633177,0.23165861,0.4633177,5501,0,2,180,180,2,0.8,180,1,0,1,0,1
472595,498,59,0.4633177,0.09266316,0.41698588,3873,0,2,270,90,2,0.6,90,0,-0.04633182,1,0,1
472595,498,60,0.27799043,0.41698588,0.27799043,3270,1,1,270,90,2,0.8,270,0,0,1,0,1
472595,498,61,0.41698588,0.09266316,0.18532679,3668,0,1,180,180,2,0.8,180,1,-0.23165909,1,0,1
472595,498,62,-0.00000048,-0.41698684,-0.18532775,9426,0,2,90,270,2,0.6,270,0,-0.18532727,0,0,-1
472595,498,63,0.13899498,-0.09266412,-0.13899593,5748,0,2,270,90,2,0.6,90,0,-0.27799091,0,0,-1
472595,498,64,0.27799043,-0.18532775,0.18532679,6333,0,2,270,90,2,0.6,90,0,-0.09266364,0,0,-1
472595,498,65,-0.23165957,-0.27799139,-0.37065503,2803,0,2,270,90,2,0.6,90,0,-0.13899546,1,0,-1
472595,498,66,-0.27799139,-0.46331866,-0.27799139,6258,0,2,0,0,2,0.6,0,1,0,1,0,-1
472595,498,67,0.27799043,0.32432225,0.18532679,7844,0,2,270,90,2,0.6,90,0,-0.09266364,1,0,1
472595,498,68,-0.46331866,-0.23165957,-0.18532775,8465,1,2,180,180,2,0.8,180,1,0.27799091,1,0,-1
472595,498,69,0.41698588,-0.00000048,-0.27799139,4164,1,2,0,0,2,0.6,0,1,-0.69497727,0,0,0
472595,498,70,0.37065407,-0.18532775,-0.41698684,9079,0,1,270,270,2,0.6,270,1,-0.78764091,0,0,-1
472595,498,71,-0.46331866,0.32432225,-0.50965048,3774,0,1,180,0,2,0.6,180,0,-0.04633182,0,0,1
472595,498,72,-0.13899593,0.32432225,-0.32432321,2593,0,1,0,180,2,0.8,0,0,-0.18532728,0,0,1
472595,498,73,-0.13899593,-0.27799139,-0.18532775,3295,0,1,0,0,2,0.6,0,1,-0.04633182,1,0,-1
472595,498,74,-0.09266412,0.4633177,-0.18532775,2550,1,1,90,270,2,0.6,90,0,-0.09266363,0,0,1
472595,498,75,0.23165861,-0.13899593,-0.13899593,3172,1,1,0,180,2,0.8,0,0,-0.37065454,0,0,-1
472595,498,76,0.37065407,0.18532679,-0.37065503,3183,0,2,0,180,2,0.8,180,0,-0.7413091,1,0,1
472595,498,77,-0.18532775,0.13899498,-0.13899593,1861,0,2,90,270,2,0.8,270,0,0.04633182,0,0,1
472595,498,78,-0.46331866,-0.46331866,-0.37065503,2503,0,1,180,180,2,0.8,180,1,0.09266363,1,1,-1
472595,498,79,-0.18532775,-0.32432321,-0.27799139,1773,1,1,0,0,2,0.8,0,1,-0.09266364,1,0,-1
472595,498,80,-0.27799139,-0.27799139,-0.32432321,1815,0,1,0,180,2,0.6,0,0,-0.04633182,1,1,-1
472595,498,81,-0.32432321,0.37065407,-0.46331866,2180,1,2,90,90,2,0.8,90,1,-0.13899545,0,0,1
472595,498,82,-0.37065503,-0.09266412,0.18532679,4756,1,1,270,270,2,0.8,270,1,0.55598182,1,0,-1
472595,498,83,0.09266316,-0.41698684,0.23165861,3327,0,2,90,270,2,0.6,270,0,0.13899545,0,0,-1
472595,498,84,-0.23165957,0.4633177,-0.37065503,2926,1,2,90,270,2,0.8,270,0,-0.13899546,0,0,1
472595,498,85,0.09266316,0.04633134,-0.0463323,2028,0,1,90,90,2,0.6,90,1,-0.13899546,1,0,1
472595,498,86,0.09266316,0.4633177,-0.23165957,2134,1,2,180,0,2,0.6,0,0,-0.32432273,1,0,1
472595,498,87,-0.13899593,-0.13899593,-0.13899593,4181,1,1,90,90,2,0.8,90,1,0,1,1,-1
472595,498,88,0.32432225,0.23165861,0.04633134,2450,1,1,90,270,2,0.8,90,0,-0.27799091,1,0,1
472595,498,89,0.23165861,-0.18532775,0.41698588,3730,0,1,0,0,2,0.8,0,1,0.18532727,0,0,-1
472595,498,90,0.23165861,0.37065407,0.04633134,2172,1,2,180,0,2,0.6,0,0,-0.18532727,1,0,1
472595,498,91,0.09266316,-0.09266412,-0.13899593,4737,1,1,180,0,2,0.6,180,0,-0.23165909,0,0,-1
472595,498,92,-0.00000048,-0.09266412,0.13899498,2715,0,2,270,270,2,0.8,270,1,0.13899546,0,0,-1
472595,498,93,-0.13899593,0.13899498,-0.13899593,3161,0,2,90,270,2,0.8,270,0,0,0,0,1
472595,498,94,-0.32432321,-0.23165957,-0.32432321,2067,0,1,180,180,2,0.8,180,1,0,1,0,-1
472595,498,95,0.09266316,-0.46331866,0.27799043,3776,1,1,90,90,2,0.6,90,1,0.18532727,0,0,-1
472595,498,96,0.04633134,-0.00000048,0.23165861,2083,1,1,270,270,2,0.6,270,1,0.18532727,0,0,0
472595,498,97,0.13899498,0.4633177,-0.27799139,8497,1,2,180,180,2,0.8,180,1,-0.41698637,1,0,1
472595,498,98,0.04633134,-0.23165957,-0.37065503,10636,0,1,180,0,2,0.6,180,0,-0.41698637,0,0,-1
472595,498,99,-0.09266412,-0.18532775,0.09266316,3887,0,1,90,90,2,0.8,90,1,0.18532728,1,0,-1
472595,498,100,-0.27799139,-0.09266412,-0.00000048,4082,1,2,270,270,2,0.6,270,1,0.27799091,1,0,-1
472595,498,101,0.18532679,0.41698588,-0.13899593,2856,1,2,0,180,2,0.6,180,0,-0.32432272,1,0,1
472595,498,102,-0.0463323,0.32432225,-0.18532775,6655,1,1,180,0,2,0.6,180,0,-0.13899545,0,0,1
472595,498,103,-0.41698684,0.32432225,-0.50965048,6313,0,2,180,180,2,0.6,180,1,-0.09266364,0,0,1
472595,498,104,0.32432225,0.4633177,0.4633177,2456,0,1,0,180,2,0.8,0,0,0.13899545,1,0,1
472595,498,105,-0.13899593,0.4633177,-0.32432321,4973,0,2,90,90,2,0.6,90,1,-0.18532728,0,0,1
472595,498,106,0.27799043,-0.09266412,-0.23165957,20136,0,1,90,90,2,0.8,90,1,-0.50965,0,0,-1
472595,498,107,-0.00000048,0.04633134,-0.37065503,3157,1,2,180,0,2,0.8,0,0,-0.37065455,0,0,1
